"dim_browser" "dim_deviceCategory" "sessions" "transactions" "QTY" "dim_year" "dim_month"
"511" "Amazon Silk" "tablet" 164 1 4 2012 7
"512" "Internet Explorer" "mobile" 74 3 17 2012 7
"513" "BlackBerry" "mobile" 25 0 0 2012 7
"514" "error" "desktop" 6 0 0 2012 7
"515" "Android Browser" "mobile" 5 0 0 2012 7
"516" "Edge" "tablet" 3 0 0 2012 7
"517" "Mozilla" "desktop" 2 0 0 2012 7
"518" "Maxthon" "desktop" 1 0 0 2012 7
"519" "Opera Mini" "mobile" 0 0 0 2012 7
"520" "Chrome" "desktop" 8919 253 545 2012 7
"521" "Safari" "desktop" 6879 184 331 2012 7
"522" "Edge" "desktop" 2873 28 35 2012 7
"523" "Firefox" "desktop" 1362 40 72 2012 7
"524" "Chrome" "mobile" 877 19 36 2012 7
"525" "Safari (in-app)" "tablet" 490 7 8 2012 7
"526" "Android Webview" "mobile" 295 3 3 2012 7
"527" "Chrome" "tablet" 217 1 1 2012 7
"528" "Amazon Silk" "tablet" 82 0 0 2012 7
"529" "Internet Explorer" "tablet" 51 2 0 2012 7
"530" "Samsung Internet" "tablet" 26 0 0 2012 7
"531" "Android Browser" "tablet" 8 0 0 2012 7
"532" "SeaMonkey" "desktop" 5 0 2 2012 7
"533" "YaBrowser" "desktop" 5 0 0 2012 7
"534" "error" "desktop" 4 0 0 2012 7
"535" "Android Browser" "mobile" 1 0 0 2012 7
"536" "Edge" "mobile" 1 0 0 2012 7
"537" "Maxthon" "desktop" 1 0 0 2012 7
"538" "Opera Mini" "mobile" 1 0 0 2012 7
"539" "Coc Coc" "desktop" 0 0 0 2012 7
"540" "Puffin" "desktop" 0 0 0 2012 7
"541" "Safari" "tablet" 4499 106 197 2012 7
"542" "Chrome" "desktop" 4483 202 345 2012 7
"543" "Internet Explorer" "desktop" 2169 76 119 2012 7
"544" "Firefox" "desktop" 2038 55 84 2012 7
"545" "Chrome" "mobile" 1733 12 33 2012 7
"546" "Safari (in-app)" "mobile" 871 1 3 2012 7
"547" "Samsung Internet" "mobile" 263 3 1 2012 7
"548" "Android Webview" "mobile" 182 1 3 2012 7
"549" "Opera" "desktop" 53 2 0 2012 7
"550" "Android Browser" "mobile" 43 0 0 2012 7
"551" "error" "desktop" 6 0 0 2012 7
"552" "Opera Mini" "mobile" 4 0 0 2012 7
"553" "Opera" "mobile" 3 0 0 2012 7
"554" "Internet Explorer" "mobile" 2 0 0 2012 7
"555" "Safari (in-app)" "desktop" 2 0 0 2012 7
"556" "(not set)" "tablet" 1 0 0 2012 7
"557" "Edge" "mobile" 1 0 0 2012 7
"558" "DDG-Android-3.1.1" "desktop" 0 0 0 2012 7
"559" "Puffin" "mobile" 0 0 0 2012 7
"560" "Safari" "mobile" 18021 162 372 2012 7
"561" "Safari" "desktop" 5910 297 597 2012 7
"562" "Safari" "tablet" 2418 48 80 2012 7
"563" "Edge" "desktop" 1047 22 33 2012 7
"564" "Safari (in-app)" "tablet" 886 9 7 2012 7
"565" "Android Webview" "mobile" 592 0 0 2012 7
"566" "Chrome" "tablet" 227 4 8 2012 7
"567" "Safari (in-app)" "mobile" 167 0 0 2012 7
"568" "Internet Explorer" "tablet" 81 3 2 2012 7
"569" "Amazon Silk" "tablet" 80 0 0 2012 7
"570" "Firefox" "mobile" 13 0 0 2012 7
"571" "Samsung Internet" "tablet" 7 0 0 2012 7
"572" "SeaMonkey" "desktop" 6 0 0 2012 7
"573" "Edge" "tablet" 2 0 0 2012 7
"574" "error" "desktop" 2 0 0 2012 7
"575" "Firefox" "tablet" 2 0 0 2012 7
"576" "Opera" "mobile" 2 0 0 2012 7
"577" "Edge" "mobile" 1 0 0 2012 7
"578" "Maxthon" "desktop" 1 0 0 2012 7
"579" "Mozilla Compatible Agent" "desktop" 0 0 0 2012 7
"580" "osee2unifiedRelease" "mobile" 0 0 0 2012 7
"581" "Safari" "mobile" 4093 27 77 2012 8
"582" "Chrome" "desktop" 3809 103 177 2012 8
"583" "Safari" "desktop" 2333 104 205 2012 8
"584" "Internet Explorer" "desktop" 2285 38 24 2012 8
"585" "Chrome" "mobile" 2008 17 11 2012 8
"586" "Firefox" "desktop" 707 14 31 2012 8
"587" "Safari (in-app)" "mobile" 630 3 1 2012 8
"588" "Android Webview" "mobile" 328 1 1 2012 8
"589" "Chrome" "tablet" 256 0 14 2012 8
"590" "Firefox" "mobile" 38 3 1 2012 8
"591" "Samsung Internet" "tablet" 31 0 0 2012 8
"592" "Internet Explorer" "mobile" 27 0 0 2012 8
"593" "error" "desktop" 7 0 0 2012 8
"594" "Android Browser" "mobile" 6 0 0 2012 8
"595" "Opera" "desktop" 4 0 0 2012 8
"596" "Android Browser" "tablet" 2 0 0 2012 8
"597" "Edge" "mobile" 2 0 0 2012 8
"598" "UC Browser" "desktop" 1 0 0 2012 8
"599" "(not set)" "mobile" 0 0 0 2012 8
"600" "YaBrowser" "desktop" 0 0 0 2012 8
"601" "Safari" "tablet" 15766 343 653 2012 8
"602" "Safari" "mobile" 9085 75 147 2012 8
"603" "Chrome" "desktop" 6522 146 247 2012 8
"604" "Safari" "desktop" 3976 136 214 2012 8
"605" "Chrome" "mobile" 1175 11 41 2012 8
"606" "Edge" "desktop" 877 67 76 2012 8
"607" "Samsung Internet" "mobile" 726 9 20 2012 8
"608" "Firefox" "desktop" 705 22 37 2012 8
"609" "Chrome" "tablet" 696 5 13 2012 8
"610" "Internet Explorer" "tablet" 311 9 5 2012 8
"611" "Android Webview" "mobile" 219 5 0 2012 8
"612" "Amazon Silk" "tablet" 129 2 1 2012 8
"613" "Samsung Internet" "tablet" 12 0 0 2012 8
"614" "error" "desktop" 5 0 0 2012 8
"615" "Maxthon" "desktop" 2 0 0 2012 8
"616" "Coc Coc" "desktop" 0 0 0 2012 8
"617" "UC Browser" "mobile" 0 0 0 2012 8
"618" "Safari" "desktop" 6610 372 595 2012 8
"619" "Chrome" "desktop" 3063 56 115 2012 8
"620" "Safari (in-app)" "mobile" 1661 12 16 2012 8
"621" "Edge" "desktop" 1182 25 36 2012 8
"622" "Firefox" "desktop" 1101 35 75 2012 8
"623" "Android Webview" "mobile" 810 0 0 2012 8
"624" "Internet Explorer" "tablet" 255 13 0 2012 8
"625" "Samsung Internet" "mobile" 246 0 0 2012 8
"626" "Amazon Silk" "tablet" 161 4 6 2012 8
"627" "Opera" "desktop" 39 2 3 2012 8
"628" "BlackBerry" "mobile" 6 0 0 2012 8
"629" "error" "desktop" 6 0 0 2012 8
"630" "Internet Explorer" "mobile" 4 0 0 2012 8
"631" "Edge" "mobile" 3 0 0 2012 8
"632" "Opera Mini" "mobile" 3 0 0 2012 8
"633" "Android Browser" "mobile" 1 0 0 2012 8
"634" "UC Browser" "mobile" 1 0 0 2012 8
"635" "Opera" "mobile" 0 0 0 2012 8
"636" "Safari" "desktop" 5655 223 375 2012 8
"637" "Internet Explorer" "desktop" 3502 171 93 2012 8
"638" "Chrome" "desktop" 3480 109 204 2012 8
"639" "Safari" "tablet" 2447 37 127 2012 8
"640" "Firefox" "desktop" 1554 32 62 2012 8
"641" "Safari (in-app)" "mobile" 1382 5 7 2012 8
"642" "Edge" "desktop" 380 11 16 2012 8
"643" "Internet Explorer" "mobile" 361 10 28 2012 8
"644" "Amazon Silk" "tablet" 112 5 6 2012 8
"645" "Samsung Internet" "mobile" 110 0 0 2012 8
"646" "Android Webview" "tablet" 16 0 0 2012 8
"647" "Samsung Internet" "tablet" 16 0 0 2012 8
"648" "Opera" "desktop" 7 0 0 2012 8
"649" "BlackBerry" "mobile" 5 0 0 2012 8
"650" "Edge" "tablet" 4 0 0 2012 8
"651" "error" "desktop" 3 0 0 2012 8
"652" "Mozilla" "desktop" 2 0 0 2012 8
"653" "osee2unifiedRelease" "mobile" 1 0 0 2012 8
"654" "YaBrowser" "desktop" 1 0 0 2012 8
"655" "Edge" "mobile" 0 0 0 2012 8
"656" "Opera" "tablet" 0 0 0 2012 8
"657" "Samsung Internet" "desktop" 0 0 0 2012 8
"658" "Safari" "mobile" 14135 150 295 2012 8
"659" "Safari" "desktop" 4376 199 295 2012 8
"660" "Chrome" "desktop" 4093 239 448 2012 8
"661" "Safari (in-app)" "mobile" 2522 23 49 2012 8
"662" "Edge" "desktop" 2330 53 76 2012 8
"663" "Internet Explorer" "desktop" 1829 29 0 2012 8
"664" "Internet Explorer" "mobile" 671 7 11 2012 8
"665" "Safari (in-app)" "tablet" 368 0 0 2012 8
"666" "Android Webview" "mobile" 208 0 0 2012 8
"667" "Chrome" "tablet" 202 2 2 2012 8
"668" "Internet Explorer" "tablet" 157 4 0 2012 8
"669" "Samsung Internet" "tablet" 27 0 0 2012 8
"670" "Firefox" "mobile" 16 0 0 2012 8
"671" "BlackBerry" "mobile" 13 0 0 2012 8
"672" "Opera" "desktop" 13 2 1 2012 8
"673" "Edge" "mobile" 4 0 0 2012 8
"674" "Mozilla" "desktop" 4 0 0 2012 8
"675" "Opera" "mobile" 3 0 0 2012 8
"676" "(not set)" "mobile" 1 0 0 2012 8
"677" "error" "desktop" 1 0 0 2012 8
"678" "Amazon Silk" "mobile" 0 0 0 2012 8
"679" "Safari" "mobile" 9658 59 126 2012 8
"680" "Safari" "desktop" 4026 162 272 2012 8
"681" "Safari (in-app)" "tablet" 1228 12 37 2012 8
"682" "Safari (in-app)" "mobile" 992 0 0 2012 8
"683" "Android Webview" "mobile" 934 8 12 2012 8
"684" "Chrome" "mobile" 796 9 14 2012 8
"685" "Edge" "desktop" 411 6 27 2012 8
"686" "Internet Explorer" "tablet" 84 2 0 2012 8
"687" "Amazon Silk" "tablet" 36 2 0 2012 8
"688" "Opera" "desktop" 23 0 0 2012 8
"689" "Internet Explorer" "mobile" 16 0 0 2012 8
"690" "Android Browser" "mobile" 12 0 0 2012 8
"691" "error" "desktop" 9 0 0 2012 8
"692" "YaBrowser" "desktop" 3 0 0 2012 8
"693" "Android Webview" "tablet" 2 0 0 2012 8
"694" "Opera" "tablet" 2 0 0 2012 8
"695" "Opera" "mobile" 1 0 0 2012 8
"696" "UC Browser" "mobile" 1 0 0 2012 8
"697" "Maxthon" "desktop" 0 2 0 2012 8
"698" "Safari" "desktop" 8693 205 371 2012 8
"699" "Internet Explorer" "desktop" 6677 63 99 2012 8
"700" "Safari" "mobile" 4621 55 98 2012 8
"701" "Edge" "desktop" 1972 72 129 2012 8
"702" "Chrome" "mobile" 1543 13 15 2012 8
"703" "Chrome" "tablet" 841 0 0 2012 8
"704" "Safari (in-app)" "tablet" 250 3 3 2012 8
"705" "Internet Explorer" "tablet" 157 7 0 2012 8
"706" "Mozilla Compatible Agent" "desktop" 105 0 0 2012 8
"707" "Android Webview" "tablet" 43 0 0 2012 8
"708" "Firefox" "mobile" 27 0 0 2012 8
"709" "Samsung Internet" "tablet" 26 1 0 2012 8
"710" "Edge" "mobile" 19 0 0 2012 8
"711" "error" "desktop" 7 0 0 2012 8
"712" "Internet Explorer" "mobile" 2 0 0 2012 8
"713" "UC Browser" "mobile" 2 0 0 2012 8
"714" "(not set)" "tablet" 0 0 0 2012 8
"715" "Safari" "mobile" 21704 127 252 2012 8
"716" "Safari" "desktop" 8372 381 826 2012 8
"717" "Chrome" "desktop" 4939 82 185 2012 8
"718" "Firefox" "desktop" 1895 92 149 2012 8
"719" "Chrome" "tablet" 340 6 21 2012 8
"720" "Amazon Silk" "tablet" 184 8 15 2012 8
"721" "Android Webview" "mobile" 103 0 0 2012 8
"722" "Internet Explorer" "mobile" 86 5 2 2012 8
"723" "error" "desktop" 8 0 0 2012 8
"724" "Opera" "desktop" 7 0 0 2012 8
"725" "Android Browser" "mobile" 5 0 0 2012 8
"726" "Opera Mini" "mobile" 3 0 0 2012 8
"727" "SeaMonkey" "desktop" 3 0 0 2012 8
"728" "Coc Coc" "desktop" 2 0 0 2012 8
"729" "YaBrowser" "desktop" 2 0 0 2012 8
"730" "BlackBerry" "mobile" 1 0 0 2012 8
"731" "Firefox" "tablet" 1 0 0 2012 8
"732" "Safari" "mobile" 15197 247 497 2012 8
"733" "Safari" "tablet" 7759 174 251 2012 8
"734" "Chrome" "desktop" 7381 133 305 2012 8
"735" "Safari (in-app)" "mobile" 3221 10 13 2012 8
"736" "Chrome" "mobile" 961 8 18 2012 8
"737" "Internet Explorer" "desktop" 866 23 0 2012 8
"738" "Firefox" "desktop" 719 15 29 2012 8
"739" "Chrome" "tablet" 542 4 7 2012 8
"740" "Edge" "desktop" 288 14 55 2012 8
"741" "Android Browser" "mobile" 37 0 0 2012 8
"742" "Opera" "desktop" 11 0 0 2012 8
"743" "Android Webview" "tablet" 7 0 0 2012 8
"744" "Iron" "tablet" 3 0 0 2012 8
"745" "error" "desktop" 2 0 0 2012 8
"746" "Mozilla" "desktop" 2 0 0 2012 8
"747" "(not set)" "tablet" 1 0 0 2012 8
"748" "Edge" "tablet" 1 0 2 2012 8
"749" "UC Browser" "mobile" 1 0 0 2012 8
"750" "osee2unifiedRelease" "mobile" 0 0 0 2012 8
"751" "Seznam" "mobile" 0 0 0 2012 8
"752" "YaBrowser" "tablet" 0 0 0 2012 8
"753" "Safari" "desktop" 9665 429 781 2012 8
"754" "Chrome" "desktop" 6632 178 362 2012 8
"755" "Safari" "tablet" 3454 38 76 2012 8
"756" "Firefox" "desktop" 2562 91 211 2012 8
"757" "Internet Explorer" "desktop" 1573 55 1 2012 8
"758" "Safari (in-app)" "tablet" 1200 3 6 2012 8
"759" "Android Webview" "mobile" 438 0 0 2012 8
"760" "Edge" "desktop" 284 14 10 2012 8
"761" "Internet Explorer" "tablet" 154 0 0 2012 8
"762" "Amazon Silk" "tablet" 95 2 1 2012 8
"763" "Firefox" "mobile" 31 2 1 2012 8
"764" "BlackBerry" "mobile" 15 0 0 2012 8
"765" "Android Webview" "tablet" 5 0 0 2012 8
"766" "Android Browser" "mobile" 4 0 0 2012 8
"767" "error" "desktop" 4 0 0 2012 8
"768" "Internet Explorer" "mobile" 4 0 0 2012 8
"769" "BlackBerry" "tablet" 1 0 0 2012 8
"770" "UC Browser" "mobile" 1 0 0 2012 8
"771" "Chrome" "desktop" 12321 818 1822 2012 8
"772" "Safari" "desktop" 7789 240 463 2012 8
"773" "Safari (in-app)" "mobile" 2869 34 68 2012 8
"774" "Internet Explorer" "desktop" 2817 86 94 2012 8
"775" "Firefox" "desktop" 664 20 50 2012 8
"776" "Chrome" "tablet" 348 11 16 2012 8
"777" "Samsung Internet" "mobile" 322 2 3 2012 8
"778" "Amazon Silk" "tablet" 95 2 0 2012 8
"779" "Firefox" "mobile" 50 1 0 2012 8
"780" "Samsung Internet" "tablet" 20 0 0 2012 8
"781" "Opera" "desktop" 16 0 0 2012 8
"782" "Edge" "mobile" 15 0 0 2012 8
"783" "Android Browser" "mobile" 4 0 0 2012 8
"784" "Edge" "tablet" 3 0 0 2012 8
"785" "BlackBerry" "mobile" 1 0 0 2012 8
"786" "error" "desktop" 1 0 0 2012 8
"787" "Opera" "tablet" 1 0 0 2012 8
"788" "Opera Mini" "mobile" 1 0 0 2012 8
"789" "Seznam" "desktop" 1 0 0 2012 8
"790" "Safari" "mobile" 5196 84 191 2012 8
"791" "Firefox" "desktop" 1771 82 137 2012 8
"792" "Safari (in-app)" "mobile" 773 5 8 2012 8
"793" "Internet Explorer" "desktop" 731 15 0 2012 8
"794" "Chrome" "mobile" 692 9 22 2012 8
"795" "Safari (in-app)" "tablet" 529 1 2 2012 8
"796" "Amazon Silk" "tablet" 227 1 1 2012 8
"797" "Internet Explorer" "mobile" 99 2 2 2012 8
"798" "Internet Explorer" "tablet" 73 0 1 2012 8
"799" "Android Webview" "tablet" 33 0 0 2012 8
"800" "Samsung Internet" "tablet" 31 0 0 2012 8
"801" "Opera" "desktop" 21 0 0 2012 8
"802" "Firefox" "mobile" 10 0 0 2012 8
"803" "error" "desktop" 7 0 0 2012 8
"804" "Opera Mini" "mobile" 4 0 0 2012 8
"805" "osee2unifiedRelease" "mobile" 3 0 0 2012 8
"806" "Edge" "mobile" 1 0 0 2012 8
"807" "Firefox" "tablet" 0 0 0 2012 8
"808" "YelpWebView" "mobile" 0 0 0 2012 8
"809" "Safari" "mobile" 16573 187 335 2012 8
"810" "Chrome" "desktop" 6077 121 236 2012 8
"811" "Safari" "desktop" 5060 403 783 2012 8
"812" "Safari" "tablet" 3634 115 203 2012 8
"813" "Chrome" "mobile" 1759 4 13 2012 8
"814" "Safari (in-app)" "tablet" 234 0 0 2012 8
"815" "Android Webview" "mobile" 154 0 0 2012 8
"816" "Mozilla Compatible Agent" "desktop" 132 0 0 2012 8
"817" "Amazon Silk" "tablet" 41 0 0 2012 8
"818" "Android Webview" "tablet" 11 0 0 2012 8
"819" "error" "desktop" 4 0 0 2012 8
"820" "Edge" "mobile" 3 0 0 2012 8
"821" "Firefox" "mobile" 3 0 0 2012 8
"822" "Internet Explorer" "tablet" 2 0 0 2012 8
"823" "UC Browser" "mobile" 2 0 0 2012 8
"824" "Amazon Silk" "mobile" 1 0 0 2012 8
"825" "Mozilla" "desktop" 1 0 0 2012 8
"826" "Opera" "mobile" 0 0 0 2012 8
"827" "YaBrowser" "desktop" 0 0 0 2012 8
"828" "Firefox" "desktop" 3032 126 206 2012 8
"829" "Chrome" "mobile" 1198 4 14 2012 8
"830" "Chrome" "tablet" 304 6 8 2012 8
"831" "Firefox" "mobile" 33 0 0 2012 8
"832" "Samsung Internet" "tablet" 18 0 0 2012 8
"833" "BlackBerry" "mobile" 17 0 0 2012 8
"834" "Android Browser" "mobile" 8 0 0 2012 8
"835" "error" "desktop" 7 0 0 2012 8
"836" "Opera" "desktop" 7 1 0 2012 8
"837" "Internet Explorer" "mobile" 5 0 0 2012 8
"838" "Maxthon" "desktop" 4 0 0 2012 8
"839" "Edge" "tablet" 2 0 0 2012 8
"840" "LG-C410" "mobile" 2 0 0 2012 8
"841" "UC Browser" "mobile" 2 0 0 2012 8
"842" "YaBrowser" "desktop" 1 0 0 2012 8
"843" "Opera Mini" "mobile" 0 0 0 2012 8
"844" "Puffin" "mobile" 0 0 0 2012 8
"845" "Chrome" "desktop" 8720 263 440 2012 8
"846" "Safari" "desktop" 4701 108 213 2012 8
"847" "Chrome" "mobile" 1665 10 14 2012 8
"848" "Firefox" "desktop" 1663 82 132 2012 8
"849" "Edge" "desktop" 1293 57 89 2012 8
"850" "Safari (in-app)" "tablet" 799 1 1 2012 8
"851" "Internet Explorer" "tablet" 116 6 0 2012 8
"852" "Samsung Internet" "tablet" 56 0 0 2012 8
"853" "DESKTOP" "desktop" 46 0 0 2012 8
"854" "Android Webview" "tablet" 34 0 0 2012 8
"855" "Firefox" "mobile" 21 0 0 2012 8
"856" "BlackBerry" "mobile" 19 0 2 2012 8
"857" "Amazon Silk" "mobile" 17 0 0 2012 8
"858" "error" "desktop" 4 0 0 2012 8
"859" "Opera" "desktop" 4 0 0 2012 8
"860" "SeaMonkey" "desktop" 4 0 0 2012 8
"861" "Edge" "tablet" 3 0 0 2012 8
"862" "Mozilla Compatible Agent" "desktop" 2 0 0 2012 8
"863" "Android Browser" "mobile" 1 0 0 2012 8
"864" "Maxthon" "desktop" 1 0 0 2012 8
"865" "UC Browser" "desktop" 0 0 0 2012 8
"866" "Safari" "mobile" 11138 214 318 2012 8
"867" "Safari" "desktop" 9009 567 1321 2012 8
"868" "Chrome" "desktop" 6488 192 362 2012 8
"869" "Safari" "tablet" 3258 59 121 2012 8
"870" "Internet Explorer" "desktop" 2639 147 1 2012 8
"871" "Edge" "desktop" 935 36 71 2012 8
"872" "Firefox" "desktop" 735 38 49 2012 8
"873" "Safari (in-app)" "tablet" 718 6 7 2012 8
"874" "Chrome" "tablet" 302 6 13 2012 8
"875" "Android Webview" "mobile" 200 0 0 2012 8
"876" "Internet Explorer" "mobile" 113 2 7 2012 8
"877" "Amazon Silk" "tablet" 64 0 0 2012 8
"878" "Mozilla Compatible Agent" "desktop" 17 0 0 2012 8
"879" "Opera" "desktop" 15 0 0 2012 8
"880" "Android Webview" "tablet" 6 0 0 2012 8
"881" "BlackBerry" "mobile" 4 0 0 2012 8
"882" "error" "desktop" 4 0 0 2012 8
"883" "Android Browser" "tablet" 1 0 0 2012 8
"884" "Android Webview" "desktop" 1 0 0 2012 8
"885" "Opera" "mobile" 1 0 0 2012 8
"886" "UC Browser" "mobile" 1 0 0 2012 8
"887" "Opera Mini" "mobile" 0 0 0 2012 8
"888" "Safari (in-app)" "desktop" 0 0 0 2012 8
"889" "Safari" "desktop" 9939 348 686 2012 8
"890" "Chrome" "desktop" 5790 203 385 2012 8
"891" "Edge" "desktop" 1474 12 26 2012 8
"892" "Safari (in-app)" "tablet" 1013 12 12 2012 8
"893" "Firefox" "desktop" 837 35 45 2012 8
"894" "Chrome" "tablet" 371 17 24 2012 8
"895" "Amazon Silk" "tablet" 95 0 0 2012 8
"896" "Firefox" "mobile" 55 0 0 2012 8
"897" "DESKTOP" "desktop" 36 0 0 2012 8
"898" "Android Browser" "tablet" 14 0 0 2012 8
"899" "Internet Explorer" "mobile" 14 0 0 2012 8
"900" "error" "desktop" 7 0 0 2012 8
"901" "Amazon Silk" "mobile" 6 0 0 2012 8
"902" "Edge" "mobile" 6 0 0 2012 8
"903" "BrowserNG" "mobile" 3 0 0 2012 8
"904" "UC Browser" "mobile" 3 0 0 2012 8
"905" "(not set)" "tablet" 2 0 0 2012 8
"906" "Iron" "tablet" 2 0 0 2012 8
"907" "Mozilla" "desktop" 2 0 0 2012 8
"908" "SeaMonkey" "desktop" 2 0 0 2012 8
"909" "Chrome" "desktop" 13901 287 565 2012 8
"910" "Safari" "tablet" 10289 239 357 2012 8
"911" "Safari" "desktop" 6024 257 480 2012 8
"912" "Firefox" "desktop" 2385 87 205 2012 8
"913" "Safari (in-app)" "mobile" 1630 3 13 2012 8
"914" "Safari (in-app)" "tablet" 1182 0 3 2012 8
"915" "Internet Explorer" "desktop" 946 27 0 2012 8
"916" "Edge" "desktop" 610 9 15 2012 8
"917" "Samsung Internet" "mobile" 210 1 2 2012 8
"918" "Amazon Silk" "tablet" 110 0 0 2012 8
"919" "Android Webview" "tablet" 39 0 0 2012 8
"920" "Internet Explorer" "mobile" 36 0 0 2012 8
"921" "Samsung Internet" "tablet" 23 0 0 2012 8
"922" "Amazon Silk" "mobile" 15 0 0 2012 8
"923" "BlackBerry" "mobile" 7 0 0 2012 8
"924" "error" "desktop" 4 0 0 2012 8
"925" "Opera Mini" "mobile" 3 0 0 2012 8
"926" "Android Browser" "tablet" 2 0 0 2012 8
"927" "Edge" "tablet" 2 0 0 2012 8
"928" "SeaMonkey" "desktop" 1 0 0 2012 8
"929" "Edge" "mobile" 0 0 0 2012 8
"930" "Opera" "mobile" 0 0 0 2012 8
"931" "Safari" "desktop" 13283 90 181 2012 8
"932" "Safari" "tablet" 5051 209 426 2012 8
"933" "Firefox" "desktop" 1408 35 57 2012 8
"934" "Edge" "desktop" 560 12 30 2012 8
"935" "Internet Explorer" "desktop" 425 4 2 2012 8
"936" "Samsung Internet" "mobile" 271 4 1 2012 8
"937" "Internet Explorer" "tablet" 78 6 0 2012 8
"938" "Android Browser" "mobile" 77 0 0 2012 8
"939" "Opera" "desktop" 27 0 0 2012 8
"940" "BlackBerry" "mobile" 21 0 0 2012 8
"941" "Android Webview" "tablet" 14 0 0 2012 8
"942" "Opera" "mobile" 6 0 0 2012 8
"943" "SeaMonkey" "desktop" 6 0 1 2012 8
"944" "error" "desktop" 5 0 0 2012 8
"945" "Edge" "mobile" 4 0 0 2012 8
"946" "Maxthon" "desktop" 2 0 0 2012 8
"947" "Opera Mini" "mobile" 2 0 0 2012 8
"948" "Mozilla Compatible Agent" "desktop" 1 0 0 2012 8
"949" "Android Browser" "tablet" 0 0 0 2012 8
"950" "Safari" "mobile" 13547 130 245 2012 8
"951" "Chrome" "desktop" 5751 116 236 2012 8
"952" "Safari" "desktop" 4396 105 245 2012 8
"953" "Safari" "tablet" 4199 83 198 2012 8
"954" "Safari (in-app)" "mobile" 2112 7 17 2012 8
"955" "Safari (in-app)" "tablet" 873 14 17 2012 8
"956" "Amazon Silk" "tablet" 99 0 0 2012 8
"957" "Samsung Internet" "tablet" 42 0 0 2012 8
"958" "Edge" "mobile" 27 0 0 2012 8
"959" "Internet Explorer" "tablet" 25 1 1 2012 8
"960" "Android Webview" "tablet" 24 0 0 2012 8
"961" "error" "desktop" 7 0 0 2012 8
"962" "Android Browser" "tablet" 5 0 0 2012 8
"963" "YaBrowser" "desktop" 5 0 0 2012 8
"964" "UC Browser" "mobile" 4 0 0 2012 8
"965" "Edge" "tablet" 3 0 0 2012 8
"966" "BlackBerry" "mobile" 2 0 0 2012 8
"967" "Samsung Internet" "desktop" 2 0 0 2012 8
"968" "(not set)" "mobile" 1 0 0 2012 8
"969" "Truefitbot" "desktop" 1 0 0 2012 8
"970" "Iron" "mobile" 0 0 0 2012 8
"971" "Chrome" "desktop" 11818 310 625 2012 8
"972" "Safari" "mobile" 7607 129 169 2012 8
"973" "Chrome" "mobile" 2831 30 38 2012 8
"974" "Chrome" "tablet" 430 3 11 2012 8
"975" "Edge" "desktop" 379 2 1 2012 8
"976" "Safari (in-app)" "tablet" 97 0 0 2012 8
"977" "Amazon Silk" "tablet" 94 1 4 2012 8
"978" "Internet Explorer" "tablet" 83 1 0 2012 8
"979" "Opera" "desktop" 14 0 0 2012 8
"980" "error" "desktop" 12 0 0 2012 8
"981" "Mozilla" "desktop" 4 0 0 2012 8
"982" "Android Browser" "tablet" 2 0 0 2012 8
"983" "Opera Mini" "mobile" 2 0 0 2012 8
"984" "Opera" "mobile" 1 0 0 2012 8
"985" "Safari" "tablet" 7868 125 259 2012 8
"986" "Chrome" "mobile" 3089 27 41 2012 8
"987" "Safari (in-app)" "mobile" 1137 2 12 2012 8
"988" "Firefox" "desktop" 721 19 39 2012 8
"989" "Chrome" "tablet" 599 14 34 2012 8
"990" "Samsung Internet" "mobile" 233 0 0 2012 8
"991" "Amazon Silk" "tablet" 89 0 2 2012 8
"992" "Samsung Internet" "tablet" 18 0 0 2012 8
"993" "SeaMonkey" "desktop" 11 1 3 2012 8
"994" "Opera" "desktop" 8 0 0 2012 8
"995" "Android Webview" "tablet" 3 0 0 2012 8
"996" "UC Browser" "desktop" 3 0 0 2012 8
"997" "error" "desktop" 2 0 0 2012 8
"998" "Android Browser" "tablet" 1 0 0 2012 8
"999" "Coc Coc" "desktop" 1 0 0 2012 8
"1000" "Firefox" "tablet" 1 0 0 2012 8
"1001" "Mozilla" "desktop" 1 0 0 2012 8
"1002" "osee2unifiedRelease" "mobile" 1 0 0 2012 8
"1003" "Maxthon" "desktop" 0 0 0 2012 8
"1004" "Safari" "desktop" 7907 713 1378 2012 8
"1005" "Safari" "tablet" 2867 75 166 2012 8
"1006" "Internet Explorer" "desktop" 1529 10 0 2012 8
"1007" "Edge" "desktop" 1366 21 47 2012 8
"1008" "Chrome" "mobile" 1177 14 33 2012 8
"1009" "Safari (in-app)" "tablet" 540 1 1 2012 8
"1010" "Chrome" "tablet" 278 8 14 2012 8
"1011" "Internet Explorer" "mobile" 231 9 7 2012 8
"1012" "Samsung Internet" "mobile" 154 0 0 2012 8
"1013" "Amazon Silk" "tablet" 108 1 2 2012 8
"1014" "Samsung Internet" "tablet" 24 0 1 2012 8
"1015" "Firefox" "mobile" 15 0 9 2012 8
"1016" "Opera" "desktop" 9 0 3 2012 8
"1017" "Opera" "tablet" 4 1 3 2012 8
"1018" "error" "desktop" 3 0 0 2012 8
"1019" "BlackBerry" "mobile" 2 0 0 2012 8
"1020" "Edge" "tablet" 2 0 0 2012 8
"1021" "Coc Coc" "desktop" 1 0 0 2012 8
"1022" "Firefox" "tablet" 1 0 0 2012 8
